city	state_id	lat	lng	density	timezone
Winfield	IL	41.8787	-88.1507	1209	America/Chicago
Oakville	CT	41.5893	-73.0905	939	America/New_York
Loudoun Valley Estates	VA	38.977	-77.5053	1331	America/New_York
Key Largo	FL	25.1224	-80.412	309	America/New_York
Hope	AR	33.6682	-93.5895	349	America/Chicago
Wapakoneta	OH	40.5664	-84.1916	583	America/New_York
Clarksville	AR	35.457	-93.4803	201	America/Chicago
West Perrine	FL	25.6061	-80.3639	2125	America/New_York
Bardmoor	FL	27.8574	-82.7534	1701	America/New_York
Parsons	KS	37.3405	-95.2958	350	America/Chicago
Richmond Heights	FL	25.6347	-80.3721	2335	America/New_York
Maywood	NJ	40.9025	-74.0634	2888	America/New_York
Pleasant Grove	AL	33.494	-86.9782	378	America/Chicago
Myers Corner	NY	41.5864	-73.8793	434	America/New_York
Alderwood Manor	WA	47.8146	-122.2672	1936	America/Los_Angeles
Mission	KS	39.027	-94.6568	1392	America/Chicago
Howell	MI	42.6078	-83.9339	743	America/Detroit
Picnic Point	WA	47.8744	-122.3077	1219	America/Los_Angeles
Brookdale	NJ	40.8348	-74.1798	2313	America/New_York
St. Pete Beach	FL	27.7235	-82.7387	1743	America/New_York
Rainbow City	AL	33.9336	-86.0922	144	America/Chicago
Alexandria	KY	38.9621	-84.3859	535	America/New_York
St. Francis	WI	42.9716	-87.873	1443	America/Chicago
Boaz	AL	34.1985	-86.1529	254	America/Chicago
Chesapeake Ranch Estates	MD	38.3574	-76.4147	856	America/New_York
Pine Ridge	FL	28.933	-82.4761	148	America/New_York
Hermantown	MN	46.8057	-92.2407	107	America/Chicago
Fort Irwin	CA	35.2477	-116.6834	530	America/Los_Angeles
Cheat Lake	WV	39.667	-79.8564	257	America/New_York
White Horse	NJ	40.1919	-74.7023	1183	America/New_York
Washington	NC	35.5586	-77.0545	450	America/New_York
Rye Brook	NY	41.0302	-73.6864	1075	America/New_York
West Athens	CA	33.9235	-118.3033	2759	America/Los_Angeles
Fairmount	CO	39.7931	-105.1711	606	America/Denver
Lincoln Village	OH	39.9532	-83.1314	2019	America/New_York
Willoughby Hills	OH	41.5873	-81.4333	342	America/New_York
Oakbrook	KY	38.9996	-84.6797	1150	America/New_York
East Setauket	NY	40.921	-73.0942	611	America/New_York
Silver City	NM	32.7783	-108.2699	363	America/Denver
Pájaros	PR	18.361	-66.2184	2398	America/Puerto_Rico
Helotes	TX	29.5687	-98.696	530	America/Chicago
Merrydale	LA	30.4998	-91.1081	866	America/Chicago
Francisville	KY	39.1068	-84.7277	433	America/New_York
Midland	WA	47.1734	-122.412	1209	America/Los_Angeles
Countryside	VA	39.0518	-77.4124	1431	America/New_York
Cross Lanes	WV	38.4351	-81.7707	575	America/New_York
La Plata	MD	38.5352	-76.97	496	America/New_York
Cedar Hills	OR	45.5047	-122.8053	1947	America/Los_Angeles
DuPont	WA	47.1079	-122.6495	631	America/Los_Angeles
Independent Hill	VA	38.6404	-77.4089	412	America/New_York
Blackwells Mills	NJ	40.4773	-74.5976	478	America/New_York
Reedsburg	WI	43.5348	-89.9965	619	America/Chicago
White City	OR	42.4316	-122.8322	1967	America/Los_Angeles
Winslow	AZ	35.0243	-110.7095	282	America/Phoenix
Marlboro Village	MD	38.8307	-76.7699	955	America/New_York
Lititz	PA	40.154	-76.3044	1580	America/New_York
The Village	OK	35.5706	-97.5567	1439	America/Chicago
Hobart	WI	44.4967	-88.1602	111	America/Chicago
Mound	MN	44.9328	-93.6591	1281	America/Chicago
Brownsville	TN	35.589	-89.2578	371	America/Chicago
Itasca	IL	41.9772	-88.0183	730	America/Chicago
Morehead City	NC	34.7308	-76.7388	498	America/New_York
Beckett Ridge	OH	39.3448	-84.438	763	America/New_York
Park Forest Village	PA	40.7996	-77.9084	1474	America/New_York
Corona de Tucson	AZ	31.9503	-110.7835	547	America/Phoenix
Beverly Hills	FL	28.9176	-82.4542	1234	America/New_York
Evergreen	CO	39.6349	-105.3356	317	America/Denver
Commerce	TX	33.2421	-95.8992	438	America/Chicago
Hickam Housing	HI	21.3311	-157.9474	792	Pacific/Honolulu
Coral Hills	MD	38.8706	-76.9215	2236	America/New_York
Ecorse	MI	42.2489	-83.1399	1286	America/Detroit
Fair Oaks	GA	33.9193	-84.5445	1851	America/New_York
Sunbury	PA	40.8616	-76.7871	1817	America/New_York
Amityville	NY	40.6696	-73.4156	1773	America/New_York
Hackettstown	NJ	40.854	-74.8257	1009	America/New_York
Mount Airy	MD	39.3742	-77.1534	883	America/New_York
Powdersville	SC	34.7826	-82.4959	264	America/New_York
Lowell	AR	36.2561	-94.1532	378	America/Chicago
Brownfield	TX	33.1757	-102.273	559	America/Chicago
Bladensburg	MD	38.9424	-76.9264	3676	America/New_York
Bloomingdale	TN	36.5793	-82.5096	368	America/New_York
Pryor Creek	OK	36.2996	-95.3107	365	America/Chicago
Middletown	PA	40.201	-76.7289	1789	America/New_York
Country Club Estates	GA	31.2113	-81.4622	784	America/New_York
Rio Vista	CA	38.1765	-121.7025	550	America/Los_Angeles
Atoka	TN	35.4239	-89.7861	300	America/Chicago
Cairo	GA	30.879	-84.205	370	America/New_York
Greenwood	AR	35.2134	-94.2408	335	America/Chicago
Monticello	AR	33.6257	-91.7934	332	America/Chicago
Fairview	OR	45.5469	-122.439	1172	America/Los_Angeles
Audubon	PA	40.1304	-75.428	788	America/New_York
Succasunna	NJ	40.853	-74.6568	616	America/New_York
Kendallville	IN	41.4441	-85.2578	596	America/Indiana/Indianapolis
Fairfield Glade	TN	36.0028	-84.8711	157	America/Chicago
Augusta	KS	37.6955	-96.9919	852	America/Chicago
Woodfield	SC	34.0587	-80.9309	1317	America/New_York
Alamosa	CO	37.4752	-105.877	475	America/Denver
Crestline	CA	34.2486	-117.2887	259	America/Los_Angeles
Edwards	CO	39.6215	-106.6184	135	America/Denver
Carencro	LA	30.3126	-92.0388	459	America/Chicago
Coffeyville	KS	37.0519	-95.618	380	America/Chicago
Claymont	DE	39.8032	-75.4607	1677	America/New_York
Tomah	WI	43.9879	-90.4999	460	America/Chicago
Belmont	VA	39.0622	-77.4985	1334	America/New_York
Louisville	OH	40.837	-81.2643	632	America/New_York
Eidson Road	TX	28.6677	-100.4788	510	America/Matamoros
Murillo	TX	26.2642	-98.1233	622	America/Chicago
Bohemia	NY	40.7717	-73.1271	418	America/New_York
Hondo	TX	29.3531	-99.1616	358	America/Chicago
Northwest Harborcreek	PA	42.1494	-79.9945	719	America/New_York
North Lakes	AK	61.6191	-149.311	232	America/Anchorage
Sellersburg	IN	38.4028	-85.7706	490	America/Kentucky/Louisville
Brentwood	PA	40.3734	-79.9757	2483	America/New_York
Flossmoor	IL	41.5391	-87.6858	982	America/Chicago
Hartland	WI	43.1029	-88.3396	658	America/Chicago
Eagle Point	OR	42.4677	-122.8016	1211	America/Los_Angeles
Leisure World	MD	39.1023	-77.0689	3187	America/New_York
College Place	WA	46.0419	-118.3878	1199	America/Los_Angeles
North College Hill	OH	39.2175	-84.552	1974	America/New_York
Liberty	TX	30.0378	-94.7879	80	America/Chicago
St. Stephens	NC	35.7642	-81.2746	385	America/New_York
Bay Minette	AL	30.893	-87.7912	207	America/Chicago
Saline	MI	42.174	-83.778	827	America/Detroit
Girard	OH	41.1665	-80.6963	625	America/New_York
Harahan	LA	29.9374	-90.2031	1777	America/Chicago
Murrells Inlet	SC	33.556	-79.0594	490	America/New_York
Steger	IL	41.4723	-87.6176	1053	America/Chicago
Wesley Chapel	NC	34.9985	-80.6903	370	America/New_York
Anthony	NM	32.0131	-106.5984	1328	America/Denver
Stansbury Park	UT	40.6356	-112.3054	1539	America/Denver
Marlton	MD	38.762	-76.7857	603	America/New_York
Westphalia	MD	38.8356	-76.8298	361	America/New_York
Atmore	AL	31.0927	-87.4762	163	America/Chicago
Aransas Pass	TX	27.8876	-97.1136	284	America/Chicago
Roslyn	PA	40.1311	-75.1374	2715	America/New_York
Yelm	WA	46.9398	-122.6262	626	America/Los_Angeles
Bethalto	IL	38.9015	-90.0466	470	America/Chicago
Indianola	MS	33.4492	-90.6447	417	America/Chicago
Versailles	KY	38.0486	-84.7258	566	America/New_York
Sangaree	SC	33.0327	-80.1253	1757	America/New_York
Fultondale	AL	33.6174	-86.8014	294	America/Chicago
Westwood	MI	42.3031	-85.6286	1251	America/Detroit
Country Club	CA	37.9687	-121.3408	1861	America/Los_Angeles
Middlesborough	KY	36.6127	-83.7227	483	America/New_York
Detroit Lakes	MN	46.806	-95.8449	320	America/Chicago
Molalla	OR	45.1502	-122.5845	1474	America/Los_Angeles
Rensselaer	NY	42.6465	-73.7328	1120	America/New_York
Nolensville	TN	35.9572	-86.6719	340	America/Chicago
Lake Hiawatha	NJ	40.8816	-74.3826	3225	America/New_York
Dunn Loring	VA	38.8945	-77.2315	1504	America/New_York
Flowood	MS	32.3359	-90.0802	123	America/Chicago
New Richmond	WI	45.125	-92.5377	329	America/Chicago
Madeira	OH	39.1856	-84.3734	1061	America/New_York
Lynwood	IL	41.5235	-87.551	716	America/Chicago
Harvard	IL	42.4296	-88.6211	425	America/Chicago
Valley	AL	32.8088	-85.181	275	America/Chicago
Lenoir City	TN	35.8111	-84.2818	422	America/New_York
Taft	CA	35.1268	-119.4243	232	America/Los_Angeles
Lancaster	SC	34.7248	-80.7804	541	America/New_York
Fruitland Park	FL	28.8599	-81.9177	509	America/New_York
Belgrade	MT	45.7789	-111.1736	868	America/Denver
Washington Terrace	UT	41.1683	-111.9783	1738	America/Denver
Sandy Hook	CT	41.4128	-73.244	220	America/New_York
Lamesa	TX	32.7333	-101.9541	693	America/Chicago
Citrus Springs	FL	28.9931	-82.4594	167	America/New_York
Beecher	MI	43.0903	-83.7039	601	America/Detroit
Plymouth	MI	42.3718	-83.468	1600	America/Detroit
Tiburon	CA	37.8854	-122.4637	789	America/Los_Angeles
White Meadow Lake	NJ	40.9241	-74.5107	981	America/New_York
Fishersville	VA	38.105	-78.9826	178	America/New_York
Incline Village	NV	39.2639	-119.9455	164	America/Los_Angeles
Calimesa	CA	33.9874	-117.0542	237	America/Los_Angeles
Derby	CO	39.84	-104.9172	2020	America/Denver
Greenville	NY	40.9986	-73.8189	1351	America/New_York
Anaconda	MT	46.0608	-113.0678	4	America/Denver
Canal Winchester	OH	39.8437	-82.8126	461	America/New_York
Gresham Park	GA	33.7053	-84.3155	1258	America/New_York
Lake Mohawk	NJ	41.0149	-74.664	703	America/New_York
Jeannette	PA	40.3277	-79.6139	1478	America/New_York
Lugoff	SC	34.2113	-80.6973	155	America/New_York
Highland Park	TX	32.8311	-96.8012	1573	America/Chicago
Grosse Pointe Farms	MI	42.4068	-82.8993	1291	America/Detroit
Halls	TN	36.0817	-83.9344	399	America/New_York
Warren	PA	41.8434	-79.1444	1210	America/New_York
Fallston	MD	39.5332	-76.4452	251	America/New_York
Yorkshire	VA	38.7882	-77.4496	1496	America/New_York
Clinton	OK	35.5069	-98.9706	353	America/Chicago
Columbia City	IN	41.1612	-85.4855	645	America/Indiana/Indianapolis
Greenville	RI	41.882	-71.5549	633	America/New_York
Haiku-Pauwela	HI	20.9156	-156.3022	222	Pacific/Honolulu
Chillicothe	MO	39.7953	-93.5499	492	America/Chicago
Tuba City	AZ	36.125	-111.2467	391	America/Denver
White Marsh	MD	39.3819	-76.4574	661	America/New_York
Bastrop	TX	30.1113	-97.3176	380	America/Chicago
LaSalle	IL	41.3589	-89.0737	260	America/Chicago
Burlington	WA	48.4676	-122.3298	819	America/Los_Angeles
Rochelle	IL	41.9197	-89.0629	263	America/Chicago
Merrill	WI	45.182	-89.6994	467	America/Chicago
Boulder Hill	IL	41.7113	-88.3353	2404	America/Chicago
Innsbrook	VA	37.6552	-77.5775	803	America/New_York
San Elizario	TX	31.5793	-106.2632	509	America/Denver
Summit View	WA	47.1343	-122.3467	1083	America/Los_Angeles
Presque Isle	ME	46.6868	-67.9874	46	America/New_York
Lake Elmo	MN	44.9944	-92.9031	158	America/Chicago
Ogden	NC	34.2656	-77.7966	772	America/New_York
Charlotte	MI	42.5662	-84.8304	542	America/Detroit
Heath	TX	32.8439	-96.4674	283	America/Chicago
Grinnell	IA	41.7359	-92.7244	615	America/Chicago
Hillview	KY	38.0562	-85.6847	537	America/New_York
Wagoner	OK	35.9645	-95.3785	349	America/Chicago
Leonia	NJ	40.8638	-73.99	2296	America/New_York
Chanute	KS	37.6695	-95.4621	491	America/Chicago
Seven Corners	VA	38.8658	-77.1445	5124	America/New_York
Florence	OR	43.9916	-124.1063	644	America/Los_Angeles
Lihue	HI	21.9721	-159.3564	467	Pacific/Honolulu
St. Anthony	MN	45.0278	-93.2174	1560	America/Chicago
Monett	MO	36.9218	-93.9278	400	America/Chicago
University of California-Davis	CA	38.5378	-121.7579	2018	America/Los_Angeles
Corozal	PR	18.341	-66.3124	1569	America/Puerto_Rico
Brewer	ME	44.7835	-68.7352	228	America/New_York
Wood-Ridge	NJ	40.8508	-74.0878	3126	America/New_York
Lincoln City	OR	44.9751	-124.0072	574	America/Los_Angeles
Springfield	FL	30.1711	-85.609	832	America/Chicago
Roxborough Park	CO	39.4492	-105.0746	376	America/Denver
Sheffield Lake	OH	41.4883	-82.0979	1394	America/New_York
Fairview	TX	33.1399	-96.6117	391	America/Chicago
Lock Haven	PA	41.1365	-77.4521	1391	America/New_York
Summit	WA	47.1694	-122.3628	682	America/Los_Angeles
Spanish Fort	AL	30.7254	-87.8597	113	America/Chicago
Micco	FL	27.8683	-80.51	456	America/New_York
Brandywine	MD	38.6963	-76.8846	164	America/New_York
Fairview	TN	35.9815	-87.1291	200	America/Chicago
Grants	NM	35.1538	-107.8335	232	America/Denver
East York	PA	39.9687	-76.6755	1248	America/New_York
Craig	CO	40.5171	-107.5554	683	America/Denver
Mechanicsburg	PA	40.2115	-77.006	1437	America/New_York
Hernando	FL	28.9451	-82.3781	109	America/New_York
Harleysville	PA	40.2792	-75.3873	829	America/New_York
Cambridge	MN	45.5612	-93.2283	463	America/Chicago
Temperance	MI	41.7653	-83.5755	750	America/Detroit
Oakwood	OH	39.7202	-84.1734	1576	America/New_York
Garden City	GA	32.0867	-81.1773	241	America/New_York
University of Virginia	VA	38.0405	-78.5164	1939	America/New_York
Picture Rocks	AZ	32.3274	-111.2558	48	America/Phoenix
Pine Lake Park	NJ	40.0017	-74.2595	1393	America/New_York
Willow Street	PA	39.981	-76.2706	632	America/New_York
Cameron	MO	39.7444	-94.2329	503	America/Chicago
La Grange	KY	38.3987	-85.375	478	America/New_York
Woodway	TX	31.4988	-97.2314	525	America/Chicago
Ivins	UT	37.1742	-113.6809	365	America/Denver
Shawano	WI	44.7748	-88.5843	514	America/Chicago
Sturgeon Bay	WI	44.8228	-87.366	350	America/Chicago
Sheffield	AL	34.757	-87.6977	495	America/Chicago
Pineville	NC	35.0864	-80.8915	518	America/New_York
Alma	MI	43.3799	-84.6556	584	America/Detroit
Aliquippa	PA	40.6155	-80.2547	820	America/New_York
Terrace Heights	WA	46.6045	-120.4393	327	America/Los_Angeles
Mahopac	NY	41.3688	-73.7414	561	America/New_York
Rock Falls	IL	41.7724	-89.6928	864	America/Chicago
Berkeley	MO	38.7439	-90.3361	693	America/Chicago
Monmouth Junction	NJ	40.3754	-74.5582	785	America/New_York
Franklin	KY	36.7177	-86.5595	233	America/Chicago
Orosi	CA	36.5433	-119.2914	1335	America/Los_Angeles
Earlimart	CA	35.8914	-119.2721	1184	America/Los_Angeles
Woodbury	NY	40.8176	-73.4703	686	America/New_York
Delta	CO	38.756	-108.0772	258	America/Denver
Waseca	MN	44.0827	-93.5029	857	America/Chicago
Olmsted Falls	OH	41.3657	-81.9038	839	America/New_York
Tremonton	UT	41.7187	-112.189	428	America/Denver
Mahomet	IL	40.1888	-88.3901	352	America/Chicago
Port Wentworth	GA	32.1951	-81.1991	213	America/New_York
Airway Heights	WA	47.6459	-117.5792	570	America/Los_Angeles
Waterford	CA	37.6429	-120.7553	1454	America/Los_Angeles
Georgetown	SC	33.3594	-79.2958	490	America/New_York
North Kensington	MD	39.0393	-77.0723	2292	America/New_York
Olney	IL	38.7285	-88.0839	494	America/Chicago
Toppenish	WA	46.3806	-120.3122	1604	America/Los_Angeles
Farmingdale	NY	40.7328	-73.4468	3129	America/New_York
South Amboy	NJ	40.4852	-74.2831	2226	America/New_York
Newark	NY	43.0418	-77.093	631	America/New_York
Poteau	OK	35.0282	-94.6346	128	America/Chicago
Fort Knox	KY	37.8915	-85.9636	168	America/New_York
Plainedge	NY	40.7241	-73.477	2437	America/New_York
Laurens	SC	34.5022	-82.0207	348	America/New_York
Covington	TN	35.566	-89.6482	300	America/Chicago
Redlands	CO	39.0886	-108.6582	256	America/Denver
Smithville	NJ	39.4929	-74.4801	616	America/New_York
Valley Cottage	NY	41.1162	-73.9433	777	America/New_York
Southeast Arcadia	FL	27.1862	-81.8521	472	America/New_York
Riverside	CT	41.0318	-73.5827	1411	America/New_York
Cloverdale	CA	38.7962	-123.0152	1090	America/Los_Angeles
Ashland	NJ	39.8782	-75.0085	1175	America/New_York
Hooper	UT	41.1599	-112.2871	130	America/Denver
Edgewater	MD	38.9373	-76.5572	1142	America/New_York
Glenwood	IL	41.541	-87.6118	1046	America/Chicago
Skidaway Island	GA	31.9372	-81.0449	207	America/New_York
McFarland	WI	43.0203	-89.2828	717	America/Chicago
Sans Souci	SC	34.8901	-82.4241	1031	America/New_York
Whitestown	IN	39.9706	-86.3612	243	America/Indiana/Indianapolis
Monmouth	IL	40.914	-90.6425	804	America/Chicago
Glencoe	IL	42.1347	-87.7641	917	America/Chicago
Clarendon Hills	IL	41.7981	-87.9568	1884	America/Chicago
Frankfort Square	IL	41.5219	-87.8031	1365	America/Chicago
Riverdale	UT	41.1732	-112.0023	735	America/Denver
Gulf Hills	MS	30.4367	-88.815	440	America/Chicago
Fort Polk South	LA	31.0512	-93.2159	553	America/Chicago
Oak Grove	MN	45.3409	-93.3264	100	America/Chicago
Winchester	TN	35.1898	-86.1075	317	America/Chicago
Fort Valley	GA	32.552	-83.8817	451	America/New_York
Miramar Beach	FL	30.3854	-86.3442	484	America/Chicago
Canonsburg	PA	40.2643	-80.1867	1473	America/New_York
Scott	LA	30.2398	-92.0948	290	America/Chicago
Oxford	NC	36.3155	-78.5848	545	America/New_York
Roanoke	TX	33.0144	-97.2276	493	America/Chicago
Quakertown	PA	40.4398	-75.3455	1671	America/New_York
Savoy	IL	40.06	-88.2552	1051	America/Chicago
Southside	AL	33.9007	-86.0238	179	America/Chicago
Garrison	MD	39.4023	-76.7514	1075	America/New_York
Bemiss	GA	30.9318	-83.2386	438	America/New_York
Thief River Falls	MN	48.1108	-96.1778	573	America/Chicago
Clinton	MO	38.3716	-93.7679	370	America/Chicago
Glenshaw	PA	40.5391	-79.9735	1086	America/New_York
Pitman	NJ	39.7335	-75.1306	1529	America/New_York
Whippany	NJ	40.8233	-74.4184	604	America/New_York
Edgewood	KY	39.0092	-84.5604	795	America/New_York
Burton	SC	32.4232	-80.7456	405	America/New_York
Palm Beach	FL	26.6945	-80.0408	891	America/New_York
Collingdale	PA	39.9151	-75.2776	3897	America/New_York
Rockingham	NC	34.9386	-79.7608	443	America/New_York
Airmont	NY	41.0992	-74.0989	741	America/New_York
Laurel Hill	VA	38.7026	-77.2422	763	America/New_York
Thomaston	GA	32.8907	-84.3272	355	America/New_York
Kulpsville	PA	40.244	-75.3407	991	America/New_York
Pingree Grove	IL	42.0855	-88.4358	930	America/Chicago
Orange Park	FL	30.1706	-81.7041	930	America/New_York
Glens Falls North	NY	43.335	-73.6832	403	America/New_York
Maysville	KY	38.6455	-83.7911	178	America/New_York
Ridgefield	WA	45.8114	-122.7051	460	America/Los_Angeles
Riverside	IL	41.831	-87.8169	1707	America/Chicago
Fitzgerald	GA	31.7134	-83.2514	376	America/New_York
Marathon	FL	24.7263	-81.0374	399	America/New_York
Pulaski	VA	37.0528	-80.7624	418	America/New_York
Flanders	NJ	40.8412	-74.7102	454	America/New_York
Cortez	CO	37.3503	-108.5768	540	America/Denver
Brigantine	NJ	39.4138	-74.3787	516	America/New_York
Swissvale	PA	40.4206	-79.8859	2791	America/New_York
New Albany	MS	34.4909	-89.0201	184	America/Chicago
Park Ridge	NJ	41.0352	-74.0423	1291	America/New_York
Fort Riley	KS	39.1064	-96.8117	524	America/Chicago
Clanton	AL	32.8444	-86.6233	145	America/Chicago
Andalusia	AL	31.3102	-86.4781	171	America/Chicago
Rawlins	WY	41.7849	-107.2265	407	America/Denver
Princeton	IN	38.3553	-87.5784	663	America/Chicago
Sanatoga	PA	40.2497	-75.5887	995	America/New_York
Kirby	TX	29.4614	-98.3855	1681	America/Chicago
Folsom	PA	39.8924	-75.3287	2689	America/New_York
Angola	IN	41.6433	-85.005	517	America/Indiana/Indianapolis
Litchfield Beach	SC	33.4773	-79.1181	299	America/New_York
Cresskill	NJ	40.9405	-73.9596	1627	America/New_York
Matawan	NJ	40.4127	-74.2365	1481	America/New_York
Franklin	NH	43.4499	-71.6691	122	America/New_York
Sandpoint	ID	48.2822	-116.5614	784	America/Los_Angeles
Clayton	NJ	39.6627	-75.0782	474	America/New_York
Forestdale	AL	33.5737	-86.9	497	America/Chicago
North Madison	OH	41.8297	-81.0507	858	America/New_York
Midway City	CA	33.7452	-117.9849	5498	America/Los_Angeles
Bridgeport	WV	39.3036	-80.2478	313	America/New_York
Whitehouse	TX	32.2222	-95.221	609	America/Chicago
Rathdrum	ID	47.7948	-116.8944	511	America/Los_Angeles
Fern Park	FL	28.6485	-81.3458	1668	America/New_York
Little Falls	MN	45.9862	-94.3586	416	America/Chicago
Village Green-Green Ridge	PA	39.8639	-75.4257	1747	America/New_York
Audubon	NJ	39.8906	-75.0722	2254	America/New_York
Wharton	TX	29.3177	-96.1022	405	America/Chicago
Des Peres	MO	38.5973	-90.448	771	America/Chicago
Plymouth	WI	43.7447	-87.966	624	America/Chicago
Edgemere	MD	39.2273	-76.459	307	America/New_York
Wellington	CO	40.7	-105.0054	920	America/Denver
Perkasie	PA	40.372	-75.292	1316	America/New_York
Juncos	PR	18.2256	-65.9161	2222	America/Puerto_Rico
Corrales	NM	35.2366	-106.6191	309	America/Denver
Lansdowne	MD	39.2365	-76.6659	1464	America/New_York
Ladue	MO	38.6377	-90.3815	389	America/Chicago
Vineyard	UT	40.3059	-111.7545	694	America/Denver
Lapeer	MI	43.0447	-83.3253	453	America/Detroit
Graham	TX	33.1017	-98.5779	594	America/Chicago
Stuttgart	AR	34.4952	-91.5487	448	America/Chicago
Elsmere	KY	38.9948	-84.6017	1266	America/New_York
Paris	IL	39.6148	-87.6903	586	America/Chicago
Pleasant Hill	MO	38.8059	-94.2652	412	America/Chicago
Willowbrook	IL	41.7641	-87.9454	1292	America/Chicago
Perryton	TX	36.3928	-100.7976	692	America/Chicago
